Severity,Checker,File,Line
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","63"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","93"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","116"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5Test.java","27"
"Normal","HANDLE_LEAK.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PathTraversalIntegrationTest.java","129"
"Normal","HANDLE_LEAK.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","126"
"Normal","HANDLE_LEAK.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","56"
"Normal","HANDLE_LEAK.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","63"
"Normal","HANDLE_LEAK.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java","47"
"Normal","NO_CATCH","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/server/StartWebGoat.java","24"
"Normal","NO_CATCH.LIBRARY","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5.java","53"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/JWTLessonIntegrationTest.java","77"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/users/UserValidator.java","35"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/WebSecurityConfig.java","61"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge1/Assignment1.java","36"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java","54"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/idor/IDORLogin.java","53"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java","91"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java","121"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","139"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","164"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","187"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/logging/LogBleedingTask.java","43"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/passwordreset/ResetLinkAssignment.java","77"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/passwordreset/SimpleMailAssignment.java","52"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java","73"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java","78"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java","34"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java","47"
"Minor","PROC_USE.VULNERABLE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java","37"
"Major","SIMILAR_BRANCHES","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java","129"
"Major","SIMILAR_BRANCHES","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/requests/Requests.java","63"
"Normal","SIMILAR_BRANCHES.CATCH","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/deserialization/InsecureDeserializationTask.java","53"
"Critical","TAINTED_PTR","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java","44"
"Critical","TAINTED_PTR","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java","41"
"Critical","TAINTED_PTR","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/Servers.java","54"
"Major","TAINTED_PTR.COOKIE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignment.java","56"
"Major","TAINTED_PTR.COOKIE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","135"
"Major","TAINTED_PTR.COOKIE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","160"
"Major","TAINTED_PTR.COOKIE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java","183"
"Major","TAINTED_PTR.COOKIE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java","55"
"Minor","TAINTED_PTR.MINOR","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","57"
"Minor","TEST.FAIL_IN_CATCH","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CryptoIntegrationTest.java","37"
"Minor","TEST.FAIL_IN_CATCH","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CryptoIntegrationTest.java","44"
"Normal","TEST.INCORRECT_MODIFIERS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CSRFIntegrationTest.java","79"
"Normal","TEST.INCORRECT_MODIFIERS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/IDORIntegrationTest.java","28"
"Normal","TEST.INCORRECT_MODIFIERS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PasswordResetLessonIntegrationTest.java","27"
"Normal","TEST.INCORRECT_MODIFIERS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PathTraversalIntegrationTest.java","44"
"Normal","TEST.MULTIPLE_EXCEPTIONAL_CALLS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/vulnerablecomponents/VulnerableComponentsLessonTest.java","48"
"Normal","TEST.MULTIPLE_EXCEPTIONAL_CALLS","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/vulnerablecomponents/VulnerableComponentsLessonTest.java","61"
"Normal","UNREACHABLE_CODE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PathTraversalIntegrationTest.java","129"
"Normal","UNREACHABLE_CODE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PathTraversalIntegrationTest.java","148"
"Normal","UNREACHABLE_CODE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge1/Assignment1.java","40"
"Normal","UNREACHABLE_CODE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","112"
"Normal","UNREACHABLE_CODE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","115"
"Normal","UNREACHABLE_CODE.EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/cryptography/CryptoUtilTest.java","32"
"Minor","UNUSED_VALUE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/authbypass/AccountVerificationHelper.java","36"
